gender,work_experience,ssc_board,ssc_percentage,hsc_board,hsc_percentage,degree_stream,cgpa,backlogs,university,coding_score,communication_score,aptitude_score,internships,projects,certifications,status
Female,1,ICSE,86.99339133002017,CBSE,73.46449554687415,CSE,7.298970066374306,4,VTU,54.61259523689345,2.884823017233795,67.97541180610288,2,2,2,1
Male,0,State,89.4511422274067,State,55.830148321440035,MECH,5.968843974456129,4,JNTU,37.494114635264694,33.05608190853765,74.52010911178493,2,0,1,0
Female,1,CBSE,55.955326793835816,ICSE,68.38935427402818,IT,6.517704539986495,4,Anna University,22.291117882966393,78.16582193950619,47.73637124355024,2,0,0,0
Male,1,State,57.02735639977715,State,51.27235716475195,CSE,8.104730436878775,5,Anna University,83.92361481137624,28.826134307358274,16.210521011750203,2,5,3,1
Female,1,State,64.32368688722919,CBSE,82.13730230376397,CSE,7.130281621822865,3,Anna University,47.58315950012913,33.44686008862177,61.67205480784498,2,2,3,1
Female,1,State,75.90385825987805,ICSE,94.63712714981776,ECE,9.44693278374526,4,VTU,84.73157411908994,78.44607131975687,89.75286594355575,3,3,4,1
Female,0,CBSE,87.40080383497012,ICSE,94.24370618917294,ECE,6.174201357677926,4,VTU,47.403158236892025,11.618917391928086,93.1319199578269,2,2,1,0
Female,0,State,91.82654453804517,CBSE,84.97722368827732,MECH,5.365363261266362,1,Anna University,55.67976977124081,84.68129619628856,74.61023904196028,3,4,0,1
Female,0,CBSE,85.21676579785903,State,73.28850977489637,ECE,7.946742882527422,4,Osmania,99.52802413139548,26.579251555410654,26.3713258425602,3,1,0,1
Female,0,ICSE,96.42984407653191,CBSE,75.60158093457449,MECH,9.43025420095038,3,Anna University,95.15042120351598,5.122307102890822,87.032692605992,4,2,3,0
Female,0,State,86.93717548079651,State,56.84594119978315,EEE,6.8236951471989435,5,JNTU,27.168987066689066,11.734270640368926,88.8823066701695,0,2,3,1
Female,0,CBSE,65.31339435023074,State,67.05085465596015,EEE,8.238556674340826,5,Anna University,86.8655386449222,95.25548867388235,36.72422057452206,2,1,3,1
Male,0,CBSE,63.254064216928626,ICSE,59.38640377491368,ECE,6.157063110885743,1,Anna University,39.040348369719325,45.13239550438685,18.298173654368068,0,5,0,1
Male,1,State,84.80962251505449,CBSE,91.06001016749772,EEE,7.792359608363442,4,Anna University,7.124873791039277,25.643810599845807,87.46594341333682,1,0,3,0
Female,0,ICSE,59.643528434480714,ICSE,95.73769506689798,IT,8.933960504313266,1,Osmania,57.578101482540035,52.12709501791951,88.50973152528144,3,5,0,0
Female,0,CBSE,54.635740540513495,CBSE,76.84616307100585,IT,9.33515799388342,5,Anna University,97.70518594542354,68.23466533938003,10.090608455121409,1,4,4,0
Female,1,State,76.6111437428097,CBSE,86.3882020256472,IT,5.525595649261984,3,Anna University,97.43136870052852,31.879840804406932,96.69842922224883,3,5,1,1
Male,0,ICSE,91.08207848894776,ICSE,56.073238545356375,EEE,6.781872581466227,1,VTU,12.646537816246806,72.5271203161024,53.308055307879776,2,2,3,1
Female,0,CBSE,55.068992123493175,CBSE,80.42673216386191,IT,8.19822220967935,3,Anna University,77.12366666178498,25.225205090720205,99.37301949429363,1,2,0,1
Male,1,CBSE,89.59456618978646,CBSE,85.1395510688923,MECH,5.173614340468261,2,JNTU,80.28330442502075,11.233723204404056,44.50082502166814,4,0,4,1
Male,0,ICSE,90.5786002175774,State,72.63840647557004,CSE,8.453076000754134,4,VTU,36.874478431666006,54.97082203690948,53.32833393595481,1,4,2,0
Male,0,ICSE,74.11370000407717,CBSE,62.163654223534934,ECE,7.640169414019136,3,Osmania,65.85951811884712,15.11186758941303,26.60828319712456,3,1,4,0
Male,0,State,52.86551550052434,CBSE,93.86872602706957,MECH,6.442831396100132,4,VTU,48.81594782772217,94.04848786991398,89.89474455153695,3,1,1,0
Male,1,State,58.72949256235932,ICSE,87.14543599768612,IT,9.073272252970252,3,Osmania,22.789309770992674,0.04490281318507705,44.37121170725773,0,3,4,1
Female,0,CBSE,85.37131375809662,ICSE,94.99286409245974,CSE,6.450253561478876,0,Osmania,76.12642812249875,75.56960999665465,81.46140536273838,1,4,3,1
Female,0,ICSE,85.58889724954747,CBSE,90.92013237489118,ECE,9.957075231019017,0,JNTU,26.27527078124131,27.94732039569109,7.9734275095082685,4,4,3,0
Female,1,ICSE,94.91776375838327,State,99.51872147894312,MECH,9.081850945566702,0,Anna University,34.04477530416592,84.60868617723669,78.82466284948126,2,2,2,1
Female,0,ICSE,79.13430732772915,State,59.608636660722446,ECE,8.539902506915439,3,JNTU,19.00184049154611,6.015088374037525,49.02431422514749,0,3,0,0
Female,1,CBSE,56.20536838568887,ICSE,54.337388390198704,EEE,5.30673778981323,5,VTU,71.92713037887043,95.30005982995715,0.5407879733105969,1,1,4,1
Male,1,ICSE,56.070745275248605,CBSE,66.85013956686292,IT,9.521551859936366,5,Osmania,45.87240538305794,10.139488383301343,22.626293899879492,0,4,2,0
Female,0,ICSE,86.05661786784118,CBSE,56.45020875116295,MECH,8.950276528687755,4,VTU,44.337325483893316,78.78827550354454,19.373021144311696,1,4,3,0
Female,1,CBSE,59.18923325539506,State,76.15650564531121,MECH,6.145125396459012,0,Osmania,60.45628668900126,51.73422136356044,75.17645813094398,2,0,0,1
Male,1,State,66.41927498083027,State,81.65144527038713,CSE,6.961240906634445,4,VTU,15.726344724733732,43.0394791877585,47.72021897932186,2,1,0,1
Female,0,State,74.3606003460957,State,78.91443075867019,CSE,6.343157758095714,3,Osmania,89.81538896257594,28.015578591027158,15.971839668709741,4,0,1,1
Male,1,CBSE,51.23824387880756,ICSE,62.96200676951351,CSE,9.922080170905332,4,JNTU,46.51089562359309,84.13695352490652,25.680297704525255,0,3,3,0
Female,1,ICSE,62.44095135099659,CBSE,95.44120154843984,ECE,9.270982224027797,4,Osmania,36.65268586820298,19.97513975329501,50.407680530588486,4,4,0,1
Male,0,CBSE,70.39448042536401,ICSE,51.058618186768925,IT,9.651126513475512,0,Anna University,12.669060890519246,72.12412749928592,1.9638197319673867,1,3,1,1
Female,0,State,63.98181592466031,CBSE,67.40066768817465,ECE,8.94387118187715,5,JNTU,16.795420436741427,44.57916510280063,42.41255880993737,2,5,1,0
Female,0,State,56.818516373378294,ICSE,85.94962376990304,IT,7.281741205351238,1,Anna University,92.036031391386,99.84950071472699,67.806140365374,2,0,3,0
Male,1,CBSE,86.40061288980988,CBSE,88.34644631745797,MECH,6.027171249073425,2,VTU,45.66170333997223,61.13990201697727,51.77545852858788,3,1,0,0
Male,0,CBSE,90.65738275839925,State,70.805927221593,ECE,6.04040078454867,3,VTU,72.21839193592608,10.418960382376842,59.80995410754988,3,4,0,1
Male,1,State,62.87394880718624,State,50.84549066281836,ECE,5.7584142418333855,3,Osmania,8.051635265853319,41.952118915199954,32.66181170116498,4,5,4,1
Male,1,CBSE,88.72097473031516,State,80.90218395618686,ECE,7.733247751516985,3,Osmania,64.34645441264838,6.629898038519578,18.30757240197558,0,5,0,0
Male,1,State,69.2776782200657,ICSE,53.15473405916079,EEE,9.599832614318213,2,VTU,92.15191923374212,28.565563438911457,80.9741290355181,1,1,1,1
Male,1,CBSE,75.33428954270013,State,55.39278880767573,IT,9.95899035022883,1,JNTU,29.996345088149113,34.33167948811047,90.56348714363605,4,3,2,1
Male,1,CBSE,92.80005374465765,CBSE,82.5125359823095,IT,6.436499000183824,5,Anna University,57.91405007134392,85.31766083396029,51.07405703748936,2,5,3,1
Male,1,CBSE,87.4976840901204,ICSE,65.62441630714274,ECE,8.486572701483647,4,VTU,94.02191043158506,83.79874766075358,30.504121258139083,2,2,2,1
Female,1,State,90.25584256580888,CBSE,67.40150763541264,EEE,7.985490078051889,5,JNTU,71.93225538047201,1.1557219983401201,51.12048295179855,2,1,0,1
Female,0,CBSE,56.84225832931784,ICSE,74.34035384916217,ECE,7.4446805843815556,3,Anna University,6.232550238407731,53.227861500509235,87.89855206373956,1,5,1,1
Male,0,State,53.485971291686475,CBSE,98.9289197429687,IT,8.328843219060207,4,Osmania,37.873714726043886,22.354375560328243,69.14063473751175,4,1,2,1
Female,1,State,94.67023645439934,CBSE,98.27211103693551,MECH,6.856815094900345,0,JNTU,8.57727560872884,32.00930980455558,85.86160862901174,1,1,3,1
Female,1,CBSE,69.39171347855472,ICSE,70.81304996800375,EEE,9.722423875467248,5,JNTU,86.13175961991742,2.165128552553519,32.83794230780504,2,4,4,0
Female,0,CBSE,64.39398390348404,ICSE,63.274960860914106,EEE,8.527244338531684,0,VTU,62.166270120361546,74.97458654453129,71.19791283374958,3,3,2,1
Female,1,State,86.23481271309123,State,65.1296076332058,ECE,8.771005459962224,0,Anna University,95.63817448338857,95.05897757524014,65.30489715116165,4,3,4,1
Male,0,State,91.82077982899284,State,63.439064908080205,MECH,6.21211047503037,5,VTU,1.9756329185807164,21.92670403138518,57.16164606504173,3,4,0,0
Female,0,ICSE,93.12448109491504,CBSE,76.61229035708904,IT,5.842910017488097,3,Osmania,42.308736985390425,34.17728670478325,52.822486523050884,4,1,0,1
Male,0,State,65.79985705626137,CBSE,80.34299039004642,CSE,6.971703965471615,2,Osmania,10.436409954439474,20.643399472986424,55.0977883139597,2,1,3,1
Female,1,ICSE,92.6106195600837,CBSE,74.4389694114833,IT,8.83336242668077,3,Anna University,35.04878226199127,93.00486636415286,84.9671089726699,3,2,4,1
Female,1,ICSE,52.04669721871727,ICSE,70.39971811240761,IT,9.693979548764288,0,Anna University,16.1886823356587,0.9355967907426765,91.5994501004145,3,5,4,1
Female,0,ICSE,52.48307457298594,ICSE,60.56425187849689,MECH,7.1366491298700385,0,Anna University,32.87937599934202,58.386228129103515,11.286046438523822,4,1,3,1
Male,0,CBSE,81.17595975870772,State,74.12527956910567,EEE,8.870783962485831,3,VTU,81.92620047220291,87.076396112215,56.87715775903344,3,5,2,1
Female,0,CBSE,53.15531845577731,CBSE,67.05513569012291,IT,7.352038097334048,2,Anna University,16.069932648270356,18.630717411534683,91.84084224732347,3,0,3,0
Male,0,State,66.23045842550808,State,77.07977313991715,EEE,6.476141247777319,2,Anna University,47.366475695218824,58.99952913620822,13.473998515909413,2,5,0,1
Female,0,ICSE,83.6377993123462,ICSE,83.7594707755812,MECH,8.696325753629239,4,VTU,92.15831340605264,5.064810486488492,41.285937329690626,4,1,4,1
Male,1,CBSE,66.86334480271131,ICSE,81.66560872183052,MECH,8.991010669906636,1,Osmania,99.87792878543064,81.45851335678094,8.908017135090397,4,2,1,0
Female,0,CBSE,58.9799890720048,ICSE,73.12451052027967,ECE,6.014203970403401,0,Osmania,25.064111817508326,27.442912277293818,11.347640200973741,0,0,1,0
Male,1,CBSE,64.06753109269208,State,77.80262121399805,CSE,6.5258475102266535,2,JNTU,93.55681707661002,98.87534171952606,90.41108125595333,4,2,0,1
Male,0,CBSE,72.87876661252159,ICSE,64.24280654803799,MECH,7.473884217368312,5,Osmania,26.13886808010255,92.20096204897769,44.617958483049335,2,5,4,1
Female,1,CBSE,73.76929276777412,CBSE,51.21201295111948,MECH,5.932609148834383,0,Anna University,41.35284989835933,73.25159699327139,68.87396540045985,3,2,4,1
Male,1,ICSE,89.1500115673601,State,81.25097270840521,EEE,9.644171493768962,1,Osmania,87.79236122333273,49.68426413714917,13.891442324353331,0,5,3,1
Female,1,ICSE,87.50766147157563,ICSE,62.62842795688435,MECH,7.956669562803742,5,VTU,78.61761049242482,76.65891118609018,2.194748239275579,3,3,2,1
Female,1,ICSE,72.84089022780677,State,83.44768550341372,IT,5.606016386858464,0,Osmania,85.74875572237353,13.060904754276216,89.0483957348864,4,5,3,1
Female,1,ICSE,92.28336745493857,State,87.35042497984796,ECE,5.920149323412311,2,Osmania,80.02566793044507,31.01996396141712,57.45456395490219,1,4,1,0
Female,1,State,55.71185692956979,ICSE,95.79638730518906,ECE,9.771776726624221,4,JNTU,23.506100501004134,2.6896388576857055,1.9987755571006849,3,2,4,0
Female,0,ICSE,62.767667511445076,ICSE,97.90613977398064,IT,8.690842928483091,3,JNTU,55.87951154306021,64.50246416097401,99.23394809279871,4,1,2,1
Female,1,CBSE,91.39882317511257,State,50.52630231548507,MECH,8.67202542252493,5,Anna University,38.52507183619219,80.55376380815144,49.2192383013758,2,3,3,1
Female,0,ICSE,68.89970193130765,State,99.51871046773186,CSE,5.362492970025273,3,VTU,45.971096844836865,94.62855535131676,47.587650816527585,4,0,2,1
Female,1,State,99.05907793969212,ICSE,84.15091592470804,MECH,9.476494188544734,2,Anna University,15.395630212363077,68.65071850502412,62.091418432262124,0,5,1,1
Female,1,CBSE,73.31266407639177,CBSE,82.17620801870946,ECE,7.2186768127930225,2,VTU,31.57675592251705,73.20912402227293,0.790453419546211,1,4,2,0
Female,0,ICSE,89.5967811481882,State,50.76065475976777,CSE,8.298586613199632,5,VTU,85.76471214221868,89.54557782349511,56.913837370644,1,3,4,1
Female,1,ICSE,70.1153520691186,State,93.06167059433687,EEE,9.79844609557007,1,JNTU,89.7558409886164,93.63780288581262,62.94839039896568,1,2,2,0
Male,0,ICSE,71.24767595312152,CBSE,57.27457236239132,EEE,5.500061901782784,5,Osmania,61.015308389913855,49.129754986970575,29.69535681030726,2,3,2,1
Male,0,CBSE,69.14415736420918,ICSE,91.86650769665205,MECH,7.411382297432894,0,Osmania,49.82672570007528,10.978738970827429,72.68524097682985,1,1,3,1
Female,0,CBSE,85.9537810255406,ICSE,50.7781273129358,MECH,5.248063683309659,1,JNTU,71.28396881493003,46.64173098721572,37.74318162179677,3,1,2,1
Female,0,State,77.37589420299972,CBSE,82.29821312495807,CSE,7.497727116618577,3,Anna University,60.88532502222023,55.60738628722898,71.77731344581402,2,1,2,0
Female,1,CBSE,97.18890556841845,ICSE,71.74007668849138,CSE,6.261297052437856,0,Osmania,98.36750063478135,63.1544771395544,14.38251784525143,4,4,1,1
Female,1,CBSE,62.544515826705236,ICSE,60.03833645296676,MECH,9.555327646369353,1,Anna University,19.008879216420326,98.92845573092734,91.3697816041018,0,3,2,1
Female,0,ICSE,55.02813660417222,State,55.378069588521704,ECE,6.992462471365434,3,Osmania,44.904472624648164,91.75632152907706,87.94573736562602,2,3,3,1
Female,1,CBSE,69.66307425496076,State,72.00638482731632,EEE,8.169362230260395,0,Anna University,91.82405022855536,39.63642027457285,15.062647608777057,0,2,3,1
Female,1,ICSE,80.83563538233881,State,56.16529026607124,CSE,9.301436324072744,4,VTU,91.47370599085242,11.345368627070984,93.8453937085521,2,0,4,0
Female,0,ICSE,93.03994684577475,CBSE,74.32233058455238,ECE,9.918459292085883,5,VTU,49.534684656117356,21.479159822267103,55.77802727672739,4,1,1,1
Male,1,CBSE,67.30984433401639,ICSE,81.26085293264262,MECH,7.51909685164273,5,Osmania,13.480900200138146,17.379962283342053,70.16496783649684,0,0,0,0
Female,0,State,82.68933755622308,ICSE,91.3692096803679,IT,7.27878851430728,5,Anna University,81.49579674929025,35.60127271489966,84.02937923765286,2,0,4,1
Male,0,State,67.50993405116095,State,83.93247185914333,CSE,5.378698226482293,4,Anna University,58.51651865033476,87.64892839452321,8.356994708000364,0,1,2,0
Female,1,CBSE,80.86097914972291,State,53.259988335307526,IT,5.063694716686075,1,VTU,77.31660158572568,43.79685061487193,16.928435746616653,1,1,1,0
Female,1,State,94.24039735153255,CBSE,65.37162662739186,ECE,8.04401046249248,2,Anna University,46.25236314105903,56.72773713978572,29.03909214859618,1,2,4,1
Male,1,ICSE,61.56788211297045,ICSE,64.39893039662502,EEE,5.32732176073823,0,JNTU,20.38839219368266,17.916687483871485,47.720448138701364,1,4,3,0
Female,0,ICSE,70.21208210535195,CBSE,95.75162117355421,ECE,6.901894685192366,1,Anna University,2.398940747952083,49.28482809843965,34.605450629874056,3,1,1,0
Male,0,CBSE,99.66325982148733,ICSE,93.38910221963818,EEE,5.018032180532307,2,VTU,55.91382688397522,87.3627721400292,50.584637694205306,1,0,1,1
Female,1,State,93.42785141247305,CBSE,68.50739591752085,ECE,8.076137494828354,5,JNTU,16.104617888158955,77.34632635180768,18.591702734373627,1,2,2,1
Female,1,State,78.2319928948101,State,53.557762794129054,CSE,7.127075802202481,5,JNTU,18.713720859782146,8.11907157990216,68.21541399331646,4,3,1,0
Male,1,ICSE,75.83137959271377,CBSE,94.70536589023666,CSE,5.635103848931439,5,Anna University,43.63056309571643,86.20722687501151,5.573488118373115,0,2,1,0
Female,1,CBSE,64.23001911523406,CBSE,94.40949764820937,IT,6.48183803420411,2,VTU,44.20770734388978,27.382809741992652,36.14495062079616,0,1,0,1
Male,0,State,75.86047138467647,State,92.73730660153626,ECE,7.848303494859623,0,VTU,27.438709020570528,66.57162493399673,17.90332446711226,1,5,2,0
Female,1,CBSE,92.40907491399736,ICSE,92.25408188677508,ECE,8.283566840049886,0,VTU,13.192220842346847,14.638290514273134,72.99332718706803,0,1,1,0
Male,0,State,84.25872566388904,ICSE,74.01270005430774,IT,7.311679398317234,2,JNTU,94.49527518223377,67.46443700858022,88.36533388299114,2,4,1,1
Male,0,ICSE,64.50220140889932,State,58.87158261247991,MECH,9.01979558045473,3,VTU,13.164061587825993,3.570142885716332,7.87862092034749,1,2,0,0
Female,1,ICSE,60.07319605267665,CBSE,73.87440252312139,ECE,5.562202058514928,5,JNTU,35.07725846011295,60.06447010702178,78.50378558663999,1,1,0,0
Female,1,CBSE,63.26042684984145,CBSE,74.72988853347324,ECE,5.422728613062039,1,JNTU,30.486799260744625,64.59401707613442,89.57222937221022,3,0,3,1
Male,1,ICSE,58.487960069641325,CBSE,74.49658766224303,ECE,5.221221345089042,0,Osmania,86.63378969585519,24.449671405906415,97.39702166140552,2,0,2,1
Female,0,State,54.782034801185794,ICSE,76.93862930575581,MECH,7.679139197247212,2,Anna University,41.006244847857054,93.697608971048,57.9386250945089,1,2,0,1
Female,1,ICSE,70.95680872210275,CBSE,62.88285114955775,CSE,8.53115852117229,3,VTU,12.404349923436431,4.597238720047947,32.739188600740675,1,4,1,0
Female,1,CBSE,55.66498021991339,ICSE,68.31205905668075,IT,5.652606997112649,4,JNTU,1.0261028404495387,89.17093267849388,32.19735998673302,0,5,0,1
Male,0,CBSE,58.59562788635522,CBSE,71.70932959817347,MECH,8.194728109276962,2,Anna University,72.19496034745248,38.189748764253096,37.89700792944526,1,2,4,0
Male,1,CBSE,77.3662342169743,State,56.55606047582499,EEE,7.384738830947674,3,JNTU,71.45010925678503,71.39147417025059,61.26674073276269,1,4,3,0
Male,0,State,58.229963684978735,State,72.76820672807503,EEE,9.936722500755575,4,Anna University,41.77836713132277,65.15484273479355,49.0230012139125,1,0,3,1
Male,1,State,53.193988371545146,ICSE,90.52348085347964,MECH,8.587368046332058,3,JNTU,12.630800031232358,16.82462160279955,65.3635026406835,1,1,2,1
Male,0,State,65.86944250139426,ICSE,91.40297713664381,MECH,8.287366675958129,0,VTU,37.163381257274786,31.899927558985873,3.931387352957616,3,3,3,1
Male,1,State,61.01595493109838,State,70.57818859505151,CSE,7.852248674361722,2,Osmania,58.988245091703085,52.967348091253385,10.588155038111369,2,1,2,1
Male,1,State,75.76525939971884,State,75.94041560421768,EEE,9.98683090774852,4,Osmania,70.3942941806841,84.65102703846068,97.6539499426761,3,0,4,0
Male,0,ICSE,55.11835422916047,CBSE,51.682516606752834,IT,9.902295854272886,3,Osmania,7.82398924342762,95.48600759354687,99.53855021862385,0,5,1,1
Male,0,State,87.5885393841489,State,83.72162782342984,ECE,7.690575627472608,4,JNTU,55.6307470614679,2.0586633337241755,74.66588171393899,4,0,4,0
Female,1,State,95.31167597175693,ICSE,70.23029414734316,ECE,7.2759167366713084,1,Anna University,27.61240784481376,35.25582554710086,25.639715018102983,1,1,2,1
Male,0,ICSE,87.17175869780972,State,72.27388415416729,CSE,7.310574613508762,2,VTU,61.72662871336426,66.81439245824626,95.338173440055,0,1,2,1
Female,0,State,76.64135187006971,ICSE,93.68363635898824,CSE,7.141711951616828,0,VTU,64.81401228647609,52.772943324266706,21.370279379170356,4,5,2,1
Female,0,CBSE,93.03339108944425,ICSE,73.09172172803042,EEE,7.656991534981611,4,JNTU,91.06037017747185,94.3022115856759,73.14313224276057,1,5,1,1
Female,0,State,84.74591898907538,CBSE,51.05961231139264,IT,6.367921339071854,5,Osmania,41.03783753889599,1.6969434535947792,11.525831169203881,1,0,2,0
Male,1,State,50.527556122509495,CBSE,61.37454454345312,IT,9.633943915572132,3,JNTU,53.75906601353175,43.77393986176359,64.8904498559834,4,1,4,1
Male,1,CBSE,69.70450763872515,CBSE,73.78103071541295,MECH,7.451150407309676,5,Anna University,26.821512276050928,66.88038478046222,75.9515003356136,3,3,1,1
Male,0,CBSE,92.54759497034,CBSE,71.2198146374268,CSE,9.210039059193047,4,Osmania,28.65570241451274,21.758371386795595,85.96401445880826,4,3,4,1
Male,0,CBSE,67.29294289876347,State,93.01850686402403,ECE,7.3765183733381,5,JNTU,4.603378156136251,72.58713861149484,73.43061396880105,4,2,1,0
Female,0,CBSE,51.760758676276176,CBSE,77.10687546530833,ECE,8.591451369551216,3,Anna University,28.60689422985063,8.12286282213085,92.3485355355452,2,3,2,0
Male,0,State,87.30898192761362,State,84.48178709575605,EEE,6.6844098223829,4,Osmania,6.3828689590657905,45.10385294813154,52.0923257900725,1,0,1,0
Male,1,CBSE,90.10191351414343,CBSE,73.4661648521735,ECE,8.124034288666302,0,VTU,96.39157905858296,67.62349561907047,67.74286068933277,1,0,0,1
Male,1,CBSE,58.02968475216543,CBSE,71.98278670295825,IT,7.491857227254597,0,Anna University,62.42632353761045,26.67571282404816,36.9550085088352,3,2,4,0
Male,0,ICSE,76.86702484215905,ICSE,72.31433342371756,IT,6.835571282668049,2,VTU,17.314856118629407,7.384641767526279,1.0389449289312513,3,4,0,0
Male,0,CBSE,59.59777194978629,State,70.54607848469195,CSE,9.407781305340006,0,Anna University,11.676635982033511,95.70216097994428,75.66929554673403,2,2,0,1
Female,0,CBSE,85.96172095220734,ICSE,76.92916929271017,EEE,5.563558413744545,4,Osmania,37.01226204775434,91.38230287952626,86.98606478712057,2,4,2,0
Male,1,ICSE,63.57752275887428,CBSE,62.52217008768018,ECE,7.434615741595552,4,JNTU,30.764732461884137,92.63699116117328,17.392447700972703,2,4,2,1
Female,0,ICSE,65.8107561281665,State,94.55275969209104,CSE,5.971845366330683,0,JNTU,27.9254780914453,97.8502383297728,2.864075166529112,3,1,0,0
Male,1,State,92.24854268200507,CBSE,66.65427740469364,MECH,9.305275456087958,1,JNTU,46.81960449310212,18.469805441137154,16.450184550146364,4,5,1,1
Female,0,ICSE,73.81611761034522,ICSE,57.37619170886734,MECH,6.267346723578317,4,JNTU,91.28738429764634,15.777599779244522,89.5289293239289,1,3,2,0
Male,1,State,83.48772256091239,State,54.827523929887256,ECE,8.167151700559108,2,Anna University,56.80502544030297,3.4214586207677034,29.55103893713298,1,4,4,1
Male,0,ICSE,70.11865253612338,ICSE,50.67114575600638,ECE,5.827817575426771,1,JNTU,52.12315045866192,89.18227876177825,23.37041148536717,0,1,0,1
Female,1,ICSE,64.90034285968777,CBSE,71.14280392834307,ECE,7.024568347354183,0,JNTU,80.6548435161058,75.27628411359521,1.458982484321636,3,2,4,1
Female,0,State,81.27390302123307,CBSE,59.380549427271234,IT,9.496785978246821,3,Anna University,0.40246115968891605,63.32624111184941,29.705514721006622,3,2,4,0
Female,0,ICSE,57.74287870394107,CBSE,51.082395129362396,ECE,5.830322222009702,4,Anna University,19.738566915523347,92.76761591861373,71.56390770222363,2,4,4,0
Male,0,State,68.64999177834315,State,76.00097731447619,MECH,8.315979126741698,3,Osmania,49.61859343888361,57.50766144924972,95.90892883762197,0,1,0,0
Female,1,ICSE,60.451851869296114,ICSE,83.99892743253807,ECE,6.022551852779774,5,Anna University,70.53090605220666,12.973075272554802,31.27412324376333,0,0,3,0
Male,0,CBSE,84.78974834703727,ICSE,54.287552545555215,EEE,7.07874526266083,2,VTU,48.502819493963834,17.68644749350079,24.068532021069323,3,5,2,0
Male,1,ICSE,97.21044191730539,CBSE,73.04603864598297,MECH,7.703084421872997,1,Osmania,16.371598130087715,13.218393033809651,88.80690204626343,2,5,4,1
Female,1,State,99.77554840079333,ICSE,87.18143393003734,EEE,7.886532090948739,3,Osmania,92.99828176615765,30.76580127230325,85.25048508322286,1,3,0,1
Female,0,ICSE,72.51384052207953,State,99.29034105042126,MECH,8.012556687765777,2,JNTU,32.866513110544524,37.94968331136138,32.81604201436864,2,4,3,1
Male,0,State,62.62651948182222,CBSE,83.35951723212804,CSE,8.200657076954611,3,JNTU,78.8215681394504,79.68390646846875,6.880515375705398,1,0,0,0
Male,0,State,72.1414685192162,CBSE,62.24197754047603,MECH,6.358843488368988,3,VTU,89.14133345976127,19.125391144534344,99.19894404667427,3,3,2,1
